City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
341,Impfondo,CG,1.64,18.07,71.69,92,100,1.66,overcast clouds
342,Tortoli,IT,39.93,9.66,45.99,70,20,18.41,light rain
343,Fort Nelson,CA,58.81,-122.70,-18.81,76,20,3.44,few clouds
344,Manokwari,ID,-0.87,134.08,84.11,71,86,3.18,overcast clouds
345,Dubbo,AU,-32.25,148.62,57.33,94,90,12.66,light rain
346,Banda Aceh,ID,5.56,95.32,78.33,82,93,9.51,overcast clouds
347,Paducah,US,37.08,-88.60,66.45,89,90,6.91,overcast clouds
348,Troitskoye,RU,52.98,84.68,17.65,91,99,4.25,overcast clouds
349,Bowen,AU,-20.02,148.23,84.42,60,6,16.35,clear sky
350,Kununurra,AU,-15.77,128.73,78.78,83,75,9.22,light rain
351,Qurayyat,SA,31.33,37.34,46.58,66,0,11.5,clear sky
352,Ayagoz,KZ,47.97,80.44,14.92,89,82,1.74,broken clouds
353,Okhotsk,RU,59.38,143.30,-8.48,88,18,13.0,few clouds
354,Ngunguru,NZ,-35.62,174.50,77.16,79,27,13.33,scattered clouds
355,Palmer,US,42.16,-72.33,38.46,67,75,5.75,broken clouds
356,Nyurba,RU,63.28,118.33,-30.8,96,73,5.12,broken clouds
357,Videira,BR,-27.01,-51.15,62.22,98,48,2.17,scattered clouds
358,Anzio,IT,41.49,12.62,48.45,88,61,1.01,broken clouds
359,Huron,US,41.15,-82.55,52.79,74,100,24.96,overcast clouds
360,Turukhansk,RU,65.82,87.98,-36.27,99,19,4.43,few clouds
361,Inirida,CO,3.87,-67.92,74.48,95,93,1.59,overcast clouds
362,Vestmannaeyjar,IS,63.44,-20.27,43.47,69,62,22.97,broken clouds
363,Vrede,ZA,-27.43,29.17,55.65,99,98,4.03,light rain
364,Konstantinovka,RU,49.62,127.98,6.98,95,42,3.94,scattered clouds
365,Syasstroy,RU,60.14,32.57,-1.07,95,6,6.67,clear sky
366,Sokolo,ML,14.73,-6.12,72.41,16,12,10.89,few clouds
367,Kandrian,PG,-6.22,149.55,86.45,65,99,7.11,overcast clouds
368,Sao Joao Da Barra,BR,-21.64,-41.05,75.2,87,90,14.72,overcast clouds
369,Rovinj,HR,45.08,13.64,45.19,75,78,5.7,broken clouds
370,Yumen,CN,40.28,97.20,22.62,55,11,1.86,few clouds
371,Ambilobe,MG,-13.20,49.05,73.99,76,7,3.29,clear sky
372,Bodden Town,KY,19.28,-81.25,80.92,89,20,3.0,few clouds
373,Arman,RU,59.70,150.17,-10.3,88,5,4.65,clear sky
374,Tuatapere,NZ,-46.13,167.68,55.81,49,70,8.75,broken clouds
375,Finnsnes,NO,69.23,17.98,17.56,85,3,4.27,clear sky
376,Gisborne,NZ,-38.65,178.00,76.95,64,76,7.34,broken clouds
377,Lukovetskiy,RU,64.30,41.92,-0.42,95,5,3.27,clear sky
378,Karasuk,RU,53.74,78.04,17.83,92,63,6.78,broken clouds
379,Richards Bay,ZA,-28.78,32.04,77.23,70,100,14.14,overcast clouds
380,Plettenberg Bay,ZA,-34.05,23.37,64.04,92,98,10.94,light rain
381,Kaihua,CN,23.37,104.28,51.44,84,4,1.74,clear sky
382,Sai Buri,TH,6.70,101.62,75.96,72,100,3.33,overcast clouds
383,Doha,QA,25.29,51.53,64.38,72,0,3.44,clear sky
384,Manzanillo,CU,20.34,-77.12,78.37,74,100,2.35,overcast clouds
385,Kars,TR,40.60,43.09,14.45,85,0,4.61,clear sky
386,Ust-Karsk,RU,52.70,118.81,4.12,92,16,4.14,few clouds
387,Bonthe,SL,7.53,-12.51,79.97,82,34,6.78,scattered clouds
388,Belsand,IN,26.45,85.40,66.27,72,0,3.06,clear sky
389,Voyvozh,RU,62.89,54.96,-17.57,96,18,2.37,few clouds
390,Xacmaz,AZ,41.46,48.81,46.18,75,8,7.99,clear sky
391,Wuda,CN,39.50,106.71,27.07,40,3,7.99,clear sky
392,Mafra,BR,-26.11,-49.81,64.96,99,76,4.0,broken clouds
393,Leh,IN,34.17,77.58,17.94,89,80,4.34,broken clouds
394,Ibra,OM,22.69,58.53,62.83,75,0,3.65,clear sky
395,Lianran,CN,24.92,102.48,46.94,88,90,2.28,overcast clouds
396,Rawson,AR,-43.30,-65.10,62.73,66,4,12.35,clear sky
397,Plombieres,BE,50.73,5.95,39.47,81,96,2.26,overcast clouds
398,Kulhudhuffushi,MV,6.62,73.07,81.57,75,18,8.03,few clouds
399,Verkhoyansk,RU,67.54,133.38,-21.24,100,100,0.63,overcast clouds
400,Saint George,US,37.10,-113.58,63.07,30,1,1.01,clear sky
401,Dillon,US,34.42,-79.37,60.78,85,97,5.39,overcast clouds
402,Leningradskiy,RU,69.38,178.42,-2.27,98,100,19.13,light snow
403,Seybaplaya,MX,19.65,-90.67,76.46,75,0,11.05,clear sky
404,Capreol,CA,46.71,-80.92,20.55,88,90,3.0,snow
405,Nago,JP,26.59,127.98,71.67,68,5,16.22,clear sky
406,Ekhabi,RU,53.51,142.97,15.17,89,75,6.51,broken clouds
407,La Rioja,ES,42.25,-2.50,36.48,97,100,12.55,overcast clouds
408,Xining,CN,36.62,101.77,25.18,40,35,0.58,scattered clouds
409,Sturgeon Falls,CA,46.36,-79.93,27.09,91,100,15.32,snow
410,Pimentel,PE,-6.84,-79.93,66.52,83,100,12.53,overcast clouds
411,Koslan,RU,63.46,48.90,3.92,98,23,4.54,few clouds
412,Whitehorse,CA,60.72,-135.05,-8.63,76,20,13.0,few clouds
413,Ust-Maya,RU,60.42,134.53,-16.04,99,50,2.91,scattered clouds
414,Clearwater,US,27.97,-82.80,71.58,80,40,8.01,scattered clouds
415,Madimba,TZ,-10.40,40.33,77.5,87,100,6.42,light rain
416,Atar,MR,20.52,-13.05,67.41,14,100,7.76,overcast clouds
417,Staryy Nadym,RU,65.61,72.68,-25.51,99,6,8.28,clear sky
418,Constitucion,CL,-35.33,-72.42,56.82,91,6,6.29,clear sky
419,Quatre Cocos,MU,-20.21,57.76,77.11,75,14,12.21,light rain
420,Marsh Harbour,BS,26.54,-77.06,77.25,75,22,15.59,few clouds
421,Westport,US,41.14,-73.36,46.74,63,75,1.01,broken clouds
422,Kapit,MY,2.02,112.93,75.79,97,99,1.28,overcast clouds
423,Sterling,US,39.01,-77.43,49.26,52,75,5.01,broken clouds
424,Sulangan,PH,11.14,123.72,81.25,73,39,18.92,scattered clouds
425,Taoudenni,ML,22.68,-3.98,59.99,24,100,10.2,overcast clouds
426,Faya,SA,18.39,42.45,53.71,69,0,1.68,clear sky
427,Bagdarin,RU,54.43,113.60,-0.89,95,17,3.49,few clouds
428,Aripuana,BR,-9.17,-60.63,73.81,92,100,0.89,overcast clouds
429,Ust-Kulom,RU,61.69,53.69,-22.86,99,5,3.89,clear sky
430,Annau,TM,37.89,58.52,33.3,100,100,4.61,fog
431,Inta,RU,66.03,60.17,1.04,96,100,12.73,overcast clouds
432,Sangar,RU,63.92,127.47,-33.2,99,84,3.42,broken clouds
433,Laguna,US,38.42,-121.42,60.64,85,75,4.61,broken clouds
434,Gushikawa,JP,26.35,127.87,70.83,64,20,13.8,few clouds
435,Denpasar,ID,-8.65,115.22,76.71,94,75,24.16,thunderstorm with rain
436,Olafsvik,IS,64.89,-23.71,41.81,87,100,17.56,moderate rain
437,Havre-Saint-Pierre,CA,50.23,-63.60,23.0,57,1,16.11,clear sky
438,Zhangjiakou,CN,40.81,114.88,25.95,56,1,5.88,clear sky
439,Los Llanos De Aridane,ES,28.66,-17.92,64.15,63,40,18.99,scattered clouds
440,Saint-Pierre,RE,-21.34,55.48,76.64,70,0,4.61,clear sky
441,Jalu,LY,29.03,21.55,55.4,63,2,6.96,clear sky
442,Batagay-Alyta,RU,67.80,130.41,-20.43,98,100,2.73,overcast clouds
443,Longhua,CN,23.61,114.19,59.09,37,99,3.04,overcast clouds
444,Toktogul,KG,41.87,72.94,36.97,58,95,2.26,overcast clouds
445,Oranjemund,NA,-28.55,16.43,61.25,91,13,6.62,few clouds
446,Entre Rios,BR,-11.94,-38.08,70.79,97,6,2.39,clear sky
447,Ongandjera,NA,-17.88,15.07,73.36,25,0,8.59,clear sky
448,Libertad,PH,8.94,125.50,79.27,87,84,7.4,broken clouds
449,Sena Madureira,BR,-9.07,-68.66,73.27,98,100,2.04,heavy intensity rain
450,Zhigansk,RU,66.77,123.37,-27.35,97,100,7.43,overcast clouds
451,Ust-Nera,RU,64.57,143.20,-22.49,98,100,5.35,light snow
452,Lac Du Bonnet,CA,50.25,-96.06,10.33,91,100,13.78,light snow
453,Ustupo,PA,9.13,-77.93,79.36,91,100,3.42,overcast clouds
454,Lagos,NG,6.58,3.75,82.72,86,57,4.45,broken clouds
455,Praia,CV,14.92,-23.51,72.14,83,0,19.57,clear sky
456,Soligalich,RU,59.08,42.29,-4.54,99,42,2.73,scattered clouds
457,Jinchang,CN,38.50,102.17,27.39,46,0,5.17,clear sky
458,Saint-Georges,GD,12.06,-61.75,80.28,78,20,17.27,few clouds
459,Paysandu,UY,-32.32,-58.08,69.33,63,45,11.72,scattered clouds
460,Khandyga,RU,62.67,135.60,-11.87,97,100,5.55,overcast clouds
461,Alofi,NU,-19.06,-169.92,82.29,69,100,18.41,light rain
462,Isangel,VU,-19.55,169.27,87.91,66,40,5.75,scattered clouds
463,Tsogni,GA,-2.79,10.10,75.74,93,100,5.19,heavy intensity rain
464,Chicama,PE,-7.84,-79.15,63.14,78,100,6.11,overcast clouds
465,Mirante Do Paranapanema,BR,-22.29,-51.91,82.33,38,2,3.98,clear sky
466,Uthal,PK,25.81,66.62,67.21,37,0,4.92,clear sky
467,San Ignacio,BZ,17.16,-89.07,82.54,65,0,4.61,clear sky
468,Udachnyy,RU,66.42,112.40,-34.17,99,61,5.73,broken clouds
469,Olinda,BR,-8.01,-34.86,82.13,74,40,9.22,scattered clouds
470,Zakharovo,RU,54.37,39.28,25.68,83,100,4.47,overcast clouds
471,Alyangula,AU,-13.85,136.42,87.67,79,40,5.75,scattered clouds
472,Klyuchi,RU,52.27,79.17,25.86,84,100,8.93,overcast clouds
473,Mayo,US,38.89,-76.51,51.26,72,90,0.0,overcast clouds
474,Kenai,US,60.55,-151.26,21.15,87,90,5.75,light snow
475,Viking,CA,53.10,-111.77,-5.84,95,6,6.8,clear sky
476,Mbulu,TZ,-3.85,35.53,58.1,88,100,10.42,overcast clouds
477,Salvador,SV,13.83,-88.92,82.44,63,93,1.23,overcast clouds
478,Mawlaik,MM,23.63,94.42,68.05,99,100,1.9,light rain
479,Conversion,PH,15.90,121.13,75.94,66,59,4.61,broken clouds
480,Kalmunai,LK,7.42,81.82,77.25,85,2,2.26,clear sky
481,Nassau,US,40.75,-73.58,46.99,57,90,1.99,overcast clouds
482,Kurri Kurri,AU,-32.82,151.48,71.78,62,100,5.64,overcast clouds
483,Hambantota,LK,6.12,81.12,73.74,100,40,2.3,scattered clouds
484,Nizwa,OM,22.93,57.53,61.34,68,0,1.88,clear sky
485,Aitape,PG,-3.14,142.35,86.65,69,44,3.49,scattered clouds
486,Oussouye,SN,12.48,-16.55,73.49,60,53,4.05,broken clouds
487,Maltahohe,NA,-24.83,16.98,56.37,55,0,7.83,clear sky
488,Henderson,US,36.04,-114.98,76.44,14,1,4.61,clear sky
489,Acarau,BR,-2.89,-40.12,81.27,81,26,17.27,scattered clouds
490,Golfito,CR,8.64,-83.17,75.4,94,26,1.14,scattered clouds
491,Launceston,AU,-41.45,147.17,65.84,64,90,7.0,overcast clouds
492,Adrar,MR,20.50,-10.07,60.53,14,100,10.18,overcast clouds
493,Almaznyy,RU,48.04,40.05,33.94,94,100,2.19,overcast clouds
494,Touros,BR,-5.20,-35.46,81.5,78,38,15.19,scattered clouds
495,Cururupu,BR,-1.83,-44.87,76.98,90,14,3.58,few clouds
496,Acapulco,MX,16.86,-99.89,82.22,78,1,8.05,clear sky
497,Dawei,MM,14.08,98.20,68.11,60,33,5.35,scattered clouds
498,Irtyshskiy,RU,58.33,68.13,3.31,92,100,3.18,overcast clouds
499,Tura,IN,25.52,90.22,65.39,85,100,3.2,overcast clouds
500,Baloda Bazar,IN,21.67,82.17,65.23,80,54,4.0,broken clouds
501,Maceio,BR,-9.67,-35.74,78.24,88,75,3.44,broken clouds
502,Pangkalanbuun,ID,-2.68,111.62,77.92,89,99,4.25,overcast clouds
503,Sorsk,RU,54.00,90.25,18.73,90,100,3.83,overcast clouds
504,Virden,US,39.50,-89.77,53.85,91,95,8.23,overcast clouds
505,Nioro,GM,13.35,-15.75,77.2,19,94,4.7,overcast clouds
506,Brainerd,US,46.36,-94.20,29.98,86,90,13.8,light snow
507,Pauini,BR,-7.71,-66.98,73.78,98,100,1.74,overcast clouds
508,Iskateley,RU,67.68,53.15,19.08,87,100,18.39,overcast clouds
509,Genhe,CN,50.78,121.52,3.85,96,90,3.65,overcast clouds
510,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,30.79,51,75,11.18,broken clouds
511,Takoradi,GH,4.88,-1.76,80.28,83,61,7.72,broken clouds
512,Nanortalik,GL,60.14,-45.24,26.51,67,100,31.27,light snow
513,Varhaug,NO,58.61,5.65,28.89,64,68,23.13,broken clouds
514,Gorom-Gorom,BF,14.44,-0.24,74.7,13,12,6.11,few clouds
515,Mingshui,CN,36.72,117.50,42.78,61,30,4.83,scattered clouds
516,Ishikari,JP,43.24,141.35,43.27,80,40,6.91,scattered clouds
517,Kontagora,NG,10.40,5.47,72.73,28,97,3.42,overcast clouds
518,Novoagansk,RU,61.94,76.66,-3.14,98,85,6.53,overcast clouds
519,Muravlenko,RU,63.79,74.52,-18.89,93,99,6.22,overcast clouds
520,Vredendal,ZA,-31.67,18.50,60.62,93,14,4.43,few clouds
521,Shingu,JP,33.73,135.98,58.19,82,100,1.81,overcast clouds
522,Wagrowiec,PL,52.81,17.20,33.33,94,100,11.59,overcast clouds
523,Kirakira,SB,-10.45,161.92,80.13,89,95,16.24,overcast clouds
524,Saint-Augustin,CA,51.23,-58.65,20.73,67,10,9.4,clear sky
525,Hofn,IS,64.25,-15.21,41.94,97,100,28.92,light rain
526,Santiago,CL,-33.46,-70.65,81.0,31,0,0.0,clear sky
527,Sept-Iles,CA,50.20,-66.38,12.72,62,1,6.91,clear sky
528,Prado,BR,-17.34,-39.22,74.71,88,0,6.2,clear sky
529,Ferrol,ES,43.48,-8.24,53.28,84,100,9.95,overcast clouds
530,Ararangua,BR,-28.93,-49.49,71.87,94,100,7.7,overcast clouds
531,George,ZA,-33.96,22.46,62.51,90,95,9.8,light rain
532,Puerto Cabezas,NI,14.04,-83.39,76.44,92,2,7.72,clear sky
533,Samarinda,ID,-0.50,117.15,76.98,93,100,2.13,overcast clouds
534,Port Hedland,AU,-20.32,118.57,104.05,12,35,14.97,scattered clouds
535,Jackson,US,42.42,-122.83,52.84,100,90,0.0,mist
536,Vilhena,BR,-12.74,-60.15,70.36,98,100,1.43,overcast clouds
537,Urumqi,CN,43.80,87.60,20.35,68,77,4.47,smoke
538,Bat Khela,PK,34.62,71.97,50.72,67,29,4.74,scattered clouds
539,Alamosa,US,37.47,-105.87,42.78,24,1,8.05,clear sky
540,Saint-Leu,RE,-21.15,55.28,76.03,78,16,1.88,few clouds
541,Nador,MA,35.17,-2.93,59.25,63,40,18.41,scattered clouds
542,Sembe,CG,1.65,14.58,73.11,82,100,1.39,overcast clouds
543,Moyale,KE,3.52,39.06,66.04,60,12,8.43,few clouds
544,Kosa,RU,59.94,55.00,-11.6,100,64,3.83,broken clouds
545,Kuhdasht,IR,33.53,47.61,46.54,35,67,6.53,broken clouds
546,Evensk,RU,61.95,159.23,-13.32,80,17,6.64,few clouds
547,Lata,PT,40.16,-8.33,52.81,95,26,0.94,scattered clouds
548,Kavieng,PG,-2.57,150.80,83.5,75,86,7.25,light rain
549,Tateyama,JP,34.98,139.87,52.07,76,100,11.01,overcast clouds
550,Georgiyevka,KZ,43.04,74.71,39.24,87,90,2.24,mist
551,Batouri,CM,4.43,14.37,70.66,61,100,0.72,overcast clouds
552,Raudeberg,NO,61.99,5.14,36.19,82,100,1.99,overcast clouds
553,Bathsheba,BB,13.22,-59.52,81.21,74,75,21.85,broken clouds
554,Gornorechenskiy,RU,44.26,135.11,32.99,77,6,0.83,clear sky
555,Roald,NO,62.58,6.13,37.33,69,20,13.8,few clouds
556,Melfi,IT,41.00,15.65,42.49,88,100,1.97,overcast clouds
557,Puerto Ayacucho,VE,5.66,-67.62,81.28,70,100,2.28,overcast clouds
558,Vao,NC,-22.67,167.48,75.97,81,100,13.02,overcast clouds
559,Ostrowiec Swietokrzyski,PL,50.93,21.39,34.95,99,100,2.62,overcast clouds
560,Bukachacha,RU,52.98,116.92,3.42,93,92,2.15,overcast clouds
561,Riyadh,SA,24.69,46.72,53.74,34,2,4.07,clear sky
562,Ilulissat,GL,69.22,-51.10,28.42,69,20,10.36,few clouds
563,Palmerston,AU,-12.49,130.98,88.93,72,0,3.44,clear sky
564,Verkhnevilyuysk,RU,63.45,120.32,-30.6,95,86,5.21,overcast clouds
565,Sayyan,YE,15.17,44.32,46.69,30,0,2.62,clear sky
566,Otradnoye,RU,59.78,30.82,-2.43,97,6,4.63,clear sky
567,Dunmore Town,BS,25.50,-76.65,77.86,77,3,17.27,clear sky
568,Kasangulu,CD,-4.59,15.17,76.14,98,100,2.46,light rain
569,Timmins,CA,48.47,-81.33,12.02,85,90,9.22,light snow
570,Vuktyl,RU,63.86,57.31,-10.82,89,61,0.18,broken clouds
571,Skovorodino,RU,53.98,123.92,8.19,91,100,2.75,light snow
572,Mold,GB,53.17,-3.14,38.12,93,100,5.82,overcast clouds
573,Kroya,ID,-7.63,109.25,78.78,85,100,4.12,overcast clouds
574,Kevsala,RU,45.80,42.69,42.48,92,100,5.41,overcast clouds
575,Skelleftea,SE,64.75,20.95,-10.84,84,100,4.61,light snow
576,Orlik,RU,52.52,99.83,-2.56,86,27,2.95,scattered clouds
577,Sinnamary,GF,5.38,-52.95,76.84,89,100,5.66,overcast clouds
578,Coahuayana,MX,18.73,-103.68,75.7,89,100,2.06,overcast clouds
579,Wajir,KE,1.75,40.06,76.64,76,14,10.92,few clouds
580,Vysokogornyy,RU,50.12,139.15,25.07,85,96,12.21,overcast clouds
581,Mount Pleasant,US,32.79,-79.86,60.01,95,75,1.99,mist
582,Vardo,NO,70.37,31.11,22.6,80,61,20.51,broken clouds
583,Tsiroanomandidy,MG,-18.77,46.03,70.03,69,0,3.89,clear sky
584,Thabazimbi,ZA,-24.59,27.41,67.21,89,100,2.3,overcast clouds
585,Kahului,US,20.89,-156.47,73.85,90,90,8.05,moderate rain
586,Sorland,NO,67.67,12.69,26.56,63,6,10.98,clear sky
587,Bereda,ES,43.27,-7.54,48.92,100,100,2.06,overcast clouds
588,Komsomolskiy,UZ,40.43,71.72,36.82,86,31,4.61,mist
589,Ylivieska,FI,64.08,24.55,10.31,98,44,2.86,scattered clouds
590,Asyut,EG,27.18,31.18,53.78,64,87,5.3,overcast clouds
591,Flin Flon,CA,54.77,-101.86,-13.16,70,1,4.61,clear sky
592,Turbat,PK,26.00,63.04,64.13,24,1,8.63,clear sky
593,Vieux Fort,LC,13.72,-60.95,81.72,69,40,24.16,scattered clouds
594,Morondava,MG,-20.28,44.28,78.3,78,17,4.16,few clouds
595,Clyde River,CA,70.47,-68.59,10.63,85,100,29.93,light snow
596,Parana,AR,-31.73,-60.52,78.51,65,5,8.95,clear sky
597,Kisaran,ID,2.98,99.62,76.89,83,100,4.29,overcast clouds
598,Kachug,RU,53.96,105.88,8.24,97,98,1.86,overcast clouds
599,Banepa,NP,27.63,85.52,50.32,100,20,2.3,mist
600,Thomasville,US,35.88,-80.08,55.44,61,100,4.45,overcast clouds
601,Kenora,CA,49.82,-94.43,22.98,86,90,8.05,light snow
602,Cedral,MX,23.80,-100.73,64.72,39,70,4.43,broken clouds
603,High Rock,BS,26.62,-78.28,69.82,69,16,12.66,few clouds
604,Waipawa,NZ,-41.41,175.52,51.46,95,100,7.16,moderate rain
605,Linjiang,CN,41.81,126.91,36.66,94,100,2.73,light rain
606,Ginir,ET,7.13,40.70,52.84,42,14,3.11,few clouds
607,San Borja,BO,-14.82,-66.85,72.52,99,100,2.82,overcast clouds
608,Marzuq,YE,14.40,46.47,58.3,41,0,1.68,clear sky
609,Lyuban,BY,52.80,28.00,29.03,96,100,6.78,light snow
610,Markova,UA,48.68,24.41,28.18,97,100,2.37,overcast clouds
611,The Valley,AI,18.22,-63.06,81.1,70,89,22.06,overcast clouds
612,Port-Cartier,CA,50.03,-66.87,12.42,72,3,10.94,clear sky
613,Morehead,US,37.27,-87.18,65.86,89,90,4.0,overcast clouds
614,Balikpapan,ID,-1.27,116.83,79.79,89,20,8.05,few clouds
615,Sur,OM,22.57,59.53,71.53,72,0,2.13,clear sky
616,Kathu,TH,7.92,98.33,75.02,76,29,14.83,scattered clouds
617,Pristol,RO,44.22,22.71,40.53,87,100,2.95,overcast clouds
618,Coquimbo,CL,-29.95,-71.34,58.73,82,20,6.91,few clouds
619,Eyl,SO,7.98,49.82,73.42,72,3,13.15,clear sky
620,Sydney Mines,CA,46.24,-60.22,30.16,82,90,1.01,light shower snow
621,Sarakhs,IR,36.54,61.16,50.83,38,98,13.33,overcast clouds
622,Coracora,PE,-15.03,-73.78,51.6,74,100,1.48,light rain
623,Concordia,AR,-31.39,-58.02,72.79,55,4,10.6,clear sky
624,Edson,CA,53.58,-116.44,3.34,78,1,3.44,clear sky
625,Belaya Gora,RU,68.53,146.42,-26.34,93,100,1.97,overcast clouds
626,Vangaindrano,MG,-23.35,47.60,75.02,92,25,7.29,light rain
627,Petrovskiy,RU,56.64,40.32,13.53,94,100,6.33,light snow
628,Calatayud,ES,41.35,-1.64,52.38,96,98,7.11,overcast clouds
629,Sesheke,ZM,-17.48,24.30,68.95,78,99,3.15,overcast clouds
630,Ruiz,MX,21.95,-105.15,71.51,78,69,1.5,broken clouds
631,Kungsbacka,SE,57.49,12.08,24.08,86,78,5.99,broken clouds
632,Birin,NP,26.89,88.07,50.7,79,0,4.47,clear sky
633,Ulcinj,ME,41.93,19.22,52.93,89,100,18.9,overcast clouds
634,Khambhat,IN,22.30,72.62,64.76,61,5,8.03,clear sky
635,Hobyo,SO,5.35,48.53,78.49,73,31,15.86,scattered clouds
636,Deogarh,IN,21.53,84.73,67.33,96,99,2.89,overcast clouds
637,Micheweni,TZ,-4.97,39.83,78.78,79,100,4.79,light rain
638,Krasnaya Gora,RU,53.00,31.60,26.51,90,100,7.23,overcast clouds
639,Mae Sai,TH,20.43,99.88,55.44,74,34,1.21,scattered clouds
640,Moose Factory,CA,51.26,-80.61,10.4,79,40,4.61,scattered clouds
641,Williams Lake,CA,52.14,-122.14,17.17,86,90,3.44,overcast clouds
642,Lithgow,AU,-33.48,150.15,60.67,76,100,5.46,overcast clouds
643,Bykovo,RU,55.64,38.08,28.13,93,90,4.47,overcast clouds
644,Aguimes,ES,27.91,-15.45,63.23,68,40,19.57,scattered clouds
645,Gayeri,BF,12.65,0.49,74.73,14,6,7.99,clear sky
646,Ponta Delgada,PT,37.73,-25.67,63.5,59,75,4.61,broken clouds
647,Bull Savanna,JM,17.89,-77.59,75.4,84,0,9.13,clear sky
648,Mokhsogollokh,RU,61.47,128.92,-7.42,89,99,7.34,overcast clouds
649,Elizabeth City,US,36.29,-76.25,59.05,86,75,4.61,broken clouds
650,Cabangahan,PH,9.08,122.95,80.6,73,100,4.79,overcast clouds
651,Anloga,GH,5.79,0.90,82.62,81,67,11.92,broken clouds
652,Los Andes,CL,-32.83,-70.60,77.72,39,39,0.72,scattered clouds
653,Puerto Quijarro,BO,-17.78,-57.77,71.22,99,100,4.03,moderate rain
654,Lazaro Cardenas,MX,17.96,-102.20,77.97,83,86,4.81,overcast clouds
655,Kyra,RU,49.58,111.98,10.08,89,67,3.8,broken clouds
656,Novikovo,RU,51.15,37.89,28.27,64,100,5.61,overcast clouds
657,Sitio Novo Do Tocantins,BR,-5.52,-47.46,73.98,94,74,3.44,broken clouds
658,Comodoro Rivadavia,AR,-45.87,-67.50,69.66,40,0,10.36,clear sky
659,Mandal,IN,25.45,74.57,65.55,56,80,3.44,broken clouds
660,Taksimo,RU,56.34,114.88,5.14,88,100,3.49,overcast clouds
661,Oparino,RU,59.85,48.28,-13.18,97,5,3.29,clear sky
662,High Level,CA,58.52,-117.14,-21.89,76,1,0.0,clear sky
663,Alexandria,EG,31.22,29.96,64.36,68,40,0.0,scattered clouds
664,Vero Beach,US,27.64,-80.40,71.65,90,75,1.01,broken clouds
665,Oranjestad,AW,12.52,-70.03,80.55,83,20,16.11,few clouds
666,Surt,LY,31.21,16.59,55.65,36,0,18.19,clear sky
667,Labrea,BR,-7.26,-64.80,74.37,99,100,1.63,moderate rain
668,Kautokeino,NO,69.01,23.04,-24.54,100,98,4.38,overcast clouds
669,Kholm,RU,59.27,32.85,-1.75,91,16,6.11,few clouds
670,Laharpur,IN,27.72,80.90,63.9,71,93,5.84,overcast clouds
671,Uhlirske Janovice,CZ,49.88,15.06,34.21,89,91,3.42,overcast clouds
672,Diu,IN,20.71,70.98,71.01,61,0,9.6,clear sky
673,Henties Bay,NA,-22.12,14.28,57.85,93,2,8.48,clear sky
674,Batsfjord,NO,70.63,29.72,18.61,85,66,19.82,broken clouds
675,Vytegra,RU,61.01,36.45,-3.5,99,99,4.16,overcast clouds
676,Abha,SA,18.22,42.51,53.42,46,0,0.0,clear sky
677,Mayya,RU,61.73,130.28,-26.28,100,100,3.36,overcast clouds
678,Clarksdale,US,34.20,-90.57,68.92,83,75,5.75,broken clouds
679,Narasannapeta,IN,18.42,84.05,71.38,89,45,5.35,scattered clouds
680,Katima Mulilo,NA,-17.50,24.27,69.04,78,100,3.47,overcast clouds
681,Tarata,BO,-17.62,-66.02,55.67,73,100,8.61,overcast clouds
682,Irbil,IQ,36.19,44.01,50.58,51,37,8.16,scattered clouds
683,Odienne,CI,9.51,-7.57,71.62,27,41,3.44,scattered clouds
